"name","type","n","missing","unique","mean","median","mode","mode_value","sd","v","min","max","range","skew","skew_2se","kurt","kurt_2se","category","description"
"mod_check_REV","factor",77,0,4,NA,NA,66,"False",NA,0.252993759487266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_1_REV","logical",0,1,1,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_2_REV","logical",0,1,1,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_3_REV","logical",3,0.961038961038961,2,NA,NA,74,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_4_REV","logical",2,0.974025974025974,2,NA,NA,75,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_5_REV","logical",6,0.922077922077922,3,NA,NA,71,NA,NA,0.277777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_6_REV","logical",3,0.961038961038961,2,NA,NA,74,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"inseperable_material","factor",77,0,3,NA,NA,40,"True",NA,0.499241018721538,NA,NA,NA,NA,NA,NA,NA,NA,NA
"def_count","numeric",77,0,2,0.714285714285714,1,1,NA,0.454716304186724,NA,0,1,1,-0.930262587833241,-1.69812909219324,-1.14903019058863,-1.06104860745001,NA,NA
"def_total","numeric",77,0,2,0.909090909090909,1,1,NA,0.289364920846097,NA,0,1,1,-2.79078776349972,-5.09438727657973,5.86517119244392,5.41607329134706,NA,NA
"def_ratio","numeric",77,0,2,0.194805194805195,0,0,NA,0.398647748446018,NA,0,1,1,1.51126520829685,2.75870861603262,0.288168778575148,0.266103609567554,NA,NA
"op_count","numeric",77,0,6,2.85714285714286,3,3,NA,1.26401912995898,NA,0,5,5,-0.120474445442544,-0.219917648358127,-0.917256814169518,-0.847022187336968,NA,NA
"op_total","numeric",77,0,2,4.98701298701299,5,5,NA,0.113960576459638,NA,4,5,1,-8.43604267298618,-15.3994040750884,70.0774160904031,64.71156751619,NA,NA
"op_ratio","numeric",77,0,7,0.427922077922078,0.4,0.4,NA,0.251899821683237,NA,0,1,1,0.114757160559448,0.209481145896005,-0.9130141128255,-0.843104350895621,NA,NA
"sel_count","numeric",77,0,5,1.06493506493506,1,1,NA,1.0679254647959,NA,0,4,4,0.83273102956321,1.52009207482695,-0.0791889290619996,-0.0731254092319786,NA,NA
"sel_total","numeric",77,0,3,2.97402597402597,2,2,NA,1.02564518813674,NA,1,4,3,-0.0212926179949177,-0.0388681803815686,-1.92624188856352,-1.7787489747551,NA,NA
"sel_ratio","numeric",77,0,5,0.63961038961039,0.5,0.5,NA,0.335639380250361,NA,0,1,1,-0.428843181459369,-0.782823142572089,-0.970583347024283,-0.896265491724557,NA,NA
"quant_count","numeric",77,0,5,1.92207792207792,2,2,NA,1.04838514626109,NA,0,4,4,0.0852451326583034,0.155609009357352,-0.169288817891246,-0.15632632279953,NA,NA
"quant_total","numeric",77,0,4,2.81818181818182,3,3,NA,0.928032337334619,NA,1,4,3,0.0676807421773323,0.123546446751399,-1.35482880755608,-1.25108916316124,NA,NA
"quant_ratio","numeric",77,0,7,0.260819480519481,0,0,NA,0.341016554637115,NA,0,1,1,1.01430447579145,1.85154166276333,-0.274234398125662,-0.25323618876982,NA,NA
"mod_count","numeric",77,0,3,0.038961038961039,0,0,NA,0.253478870787584,NA,0,2,2,6.71796946978736,12.2631819728269,46.2091499066095,42.6709015667719,NA,NA
"mod_total","numeric",77,0,6,0.298701298701299,0,0,NA,1.05212735702149,NA,0,6,6,3.67482972370773,6.70814385561769,13.4018249881748,12.3756432663505,NA,NA
"mod_ratio","numeric",7,0.909090909090909,4,0.880957142857143,1,1,NA,0.20892202578269,NA,0.5,1,0.5,-0.88806383375113,-0.559427631537166,-1.18737237131889,-0.37398714382605,NA,NA
"MP_total","numeric",77,0,9,11.987012987013,12,12,NA,2.22126982705073,NA,8,20,12,0.606239726292183,1.1066480900386,0.70286959397538,0.649050660300297,NA,NA
"MP_count","numeric",77,0,12,6.5974025974026,6,6,NA,2.50924469795269,NA,1,12,11,0.00491296275783418,0.00896826884909157,-0.736568464402494,-0.680169198204868,NA,NA
"QMP_ratio","numeric",77,0,35,0.441211688311688,0.4,0.4,NA,0.203726937974149,NA,0.1,0.9231,0.8231,0.294369661248162,0.537351165318693,-0.826265052692726,-0.762997692075522,NA,NA
"op_REV_count","numeric",77,0,5,3.41558441558442,3,3,NA,1.05569445029587,NA,1,5,4,-0.277369414177535,-0.50631840693125,-0.598284891370567,-0.552474039452274,NA,NA
"op_REV_total","numeric",77,0,1,5,5,5,NA,0,NA,5,5,0,NA,NA,NA,NA,NA,NA
"op_REV_ratio","numeric",77,0,5,0.316883116883117,0.4,0.4,NA,0.211138890059175,NA,0,0.8,0.8,0.277369414177534,0.50631840693125,-0.598284891370567,-0.552474039452274,NA,NA
"sel_REV_count","numeric",77,0,5,1.67532467532468,1,1,NA,0.895038347334295,NA,0,4,4,1.21241462731442,2.21317784609469,1.0588631660825,0.977785698804295,NA,NA
"sel_REV_total","numeric",77,0,3,2.94805194805195,3,3,NA,0.958289373614088,NA,2,4,2,0.101643825669962,0.185543673011734,-1.91736671268095,-1.77055337372721,NA,NA
"sel_REV_ratio","numeric",77,0,7,0.397187012987013,0.5,0.5,NA,0.290537252956371,NA,0,1,1,-0.26818756017812,-0.489557576601618,-1.273445314342,-1.17593722820644,NA,NA
"quant_REV_count","numeric",77,0,5,2.1038961038961,2,2,NA,0.926004654762877,NA,0,4,4,0.189747360349542,0.346370494729809,0.125392915482876,0.115791542682654,NA,NA
"quant_REV_total","numeric",77,0,4,2.79220779220779,3,3,NA,0.922491796250248,NA,1,4,3,0.115934131958453,0.211629624615315,-1.33353276526051,-1.23142376515257,NA,NA
"quant_REV_ratio","numeric",77,0,6,0.196966233766234,0,0,NA,0.290223199773803,NA,0,1,1,1.2386291612136,2.26103063866606,0.431569612751745,0.398524199258327,NA,NA
"mod_REV_count","numeric",77,0,3,0.168831168831169,0,0,NA,0.523213687919427,NA,0,2,2,2.90981525398306,5.31166361016991,7.00047574897596,6.46444724061889,NA,NA
"mod_REV_total","numeric",77,0,3,0.181818181818182,0,0,NA,0.555528973314073,NA,0,2,2,2.78338460036641,5.08087332164341,6.07342790778555,5.60838372810952,NA,NA
"mod_REV_ratio","numeric",8,0.896103896103896,3,0.0625,0,0,NA,0.176776695296637,NA,0,0.5,0.5,1.85615530061469,1.23397936697702,1.703125,0.575037967000448,NA,NA
"MP_REV_count","numeric",77,0,11,8.07792207792208,8,8,NA,2.19908015319225,NA,4,14,10,0.217430510433149,0.396904143116142,-0.254979919036396,-0.235456030866071,NA,NA
"MP_REV_total","numeric",77,0,7,11.8311688311688,12,12,NA,2.02875770519403,NA,9,16,7,0.366750355265432,0.669477044432189,-1.04915599691701,-0.968821810466387,NA,NA
"QMP_REV_ratio","numeric",77,0,33,0.307512987012987,0.2857,0.2857,NA,0.177525310538384,NA,0,0.7143,0.7143,0.486502848842149,0.888076820307258,-0.666567702148932,-0.615528415118453,NA,NA
