"many_labs_version","rep_org","title","measure_name","variable_name","multi","appearance","N","N_items","hypothesis_support","reliability_type","reliability_type_text","reliability_coeff","def1","op_version","op_1","op_2","op_3","op_4","op_5","sel_existing","sel_existing_text","sel_1","sel_2","sel_3","sel_4","sel_psychometric_evidence","sel_psychometric_evidence_text","quant_1","quant_2","quant_3","quant_4","mod_check","mod_1","mod_2","mod_3","mod_4","mod_5","mod_6","mod_time","op_1_REV","op_2_REV","op_5_REV","sel_1_REV","sel_3_REV","sel_psychometric_evidence_REV","sel_psychometric_evidence_text_REV","quant_1_REV","quant_2_REV","quant_3_REV","mod_check_REV","mod_1_REV","mod_2_REV","mod_3_REV","mod_4_REV","mod_5_REV","mod_6_REV","inseperable_material","def_count","def_total","def_ratio","op_count","op_total","op_ratio","sel_count","sel_total","sel_ratio","quant_count","quant_total","quant_ratio","mod_count","mod_total","mod_ratio","MP_total","MP_count","QMP_ratio","op_REV_count","op_REV_total","op_REV_ratio","sel_REV_count","sel_REV_total","sel_REV_ratio","quant_REV_count","quant_REV_total","quant_REV_ratio","mod_REV_count","mod_REV_total","mod_REV_ratio","MP_REV_count","MP_REV_total","QMP_REV_ratio"
2,"Original","Elaboration enhances the imagined contact effect","index of intentions to engage in future contact","intentions to engage in future contact","False","1",41,"multiple item measure","Yes","alpha","",14,TRUE,"",FALSE,FALSE,TRUE,TRUE,TRUE,"True, namely:",", Ratcliff, Czuchry, Scarberry, Thomas, Dansereau and Lord (1999)'s measure of behavioral intentions",TRUE,FALSE,FALSE,FALSE,"None","",TRUE,TRUE,TRUE,TRUE,"True",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not reported",TRUE,TRUE,TRUE,TRUE,FALSE,"None","",TRUE,TRUE,FALSE,"True",NA,NA,TRUE,NA,FALSE,NA,"False",1,1,0,3,5,0.4,1,4,0.75,4,4,0,0,6,1,20,9,0.55,5,5,0,1,4,0.75,3,4,0.25,1,2,0.5,11,16,0.3125
2,"Original","Math  Male, Me  Female, Therefore Math  Me","implicit attitudes toward math and science test from this study","implicit attitudes toward math and science","False","1",97,"multiple item measure","Yes","Not Reported","",1,TRUE,"",TRUE,TRUE,TRUE,TRUE,FALSE,"False, materials were newly developped for this study","",TRUE,TRUE,TRUE,FALSE,"None","",FALSE,NA,TRUE,TRUE,"True",NA,NA,NA,NA,FALSE,NA,"Not reported",TRUE,TRUE,FALSE,TRUE,FALSE,"None","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True",1,1,0,4,5,0.2,3,4,0.25,2,3,0.3333,0,1,1,14,10,0.2857,4,5,0.2,2,4,0.5,3,3,0,0,0,NA,10,13,0.2308
2,"Original","Math  Male, Me  Female, Therefore Math  Me","feeling thermometers","feelings of warmth toward math and arts as academic domains","False","2",97,"1 item measure","Yes","","Correlation between scores of two related tests",11,FALSE,"",TRUE,TRUE,TRUE,FALSE,TRUE,"Not Clearly Stated","",FALSE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,FALSE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"False",0,1,1,4,5,0.2,0,2,1,2,2,0,0,0,NA,10,6,0.4,3,5,0.4,1,2,0.5,2,2,0,0,0,NA,6,10,0.4
2,"Original","Math  Male, Me  Female, Therefore Math  Me","semantic differential scales measuring attitudes toward math and arts","attitudes towards math and arts","False","3",97,"multiple item measure","Yes","alpha","",13,TRUE,"",TRUE,TRUE,TRUE,FALSE,TRUE,"Not Clearly Stated","",FALSE,FALSE,NA,NA,"None","",TRUE,TRUE,TRUE,TRUE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,FALSE,TRUE,TRUE,"Other, namely:","convergent validity",TRUE,TRUE,TRUE,"False",NA,NA,NA,NA,NA,NA,"False",1,1,0,4,5,0.2,0,2,1,4,4,0,0,0,NA,12,9,0.25,3,5,0.4,2,3,0.3333,4,4,0,0,0,NA,10,13,0.2308
3,"Original","Living in the north is not necessarily favorable: Different metaphoric associations between cardinal direction and valence in Hong Kong and in the United States","question to judge cardinal living location Meier et al. (2011)","judged cardinal living location","False","1",17,"1 item measure","Yes","","",1,TRUE,"",TRUE,FALSE,TRUE,FALSE,TRUE,"True, namely:","question to judge cardinal living location Meier et al. (2011)",TRUE,TRUE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,NA,NA,TRUE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,TRUE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True",1,1,0,3,5,0.4,2,2,0,2,2,0,0,0,NA,10,8,0.2,3,5,0.4,2,2,0,3,3,0,0,0,NA,9,11,0.1818
3,"Original","A Functional Basis for Structure-Seeking: Exposure to Structure Promotes Willingness to Engage in Motivated Action","goal pursuit willingness questions from this study ","goal pursuit willingness","False","1",76,"multiple item measure","No","Not Reported","",1,FALSE,"",TRUE,TRUE,TRUE,FALSE,TRUE,"Not Clearly Stated","",FALSE,FALSE,FALSE,FALSE,"None","",TRUE,TRUE,TRUE,TRUE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,FALSE,"None","",TRUE,TRUE,TRUE,"False",NA,NA,NA,NA,NA,NA,"False",0,1,1,4,5,0.2,0,4,1,4,4,0,0,0,NA,14,8,0.4286,4,5,0.2,1,4,0.75,4,4,0,0,0,NA,9,14,0.3571
3,"Original","Overcoming Intuition: Metacognitive Difficulty Activates Analytic Reasoning","syllogisms solving task with font differences from this study","ability to solve cognitive tasks","False","1",48,"multiple item measure","No","Not Reported","",1,FALSE,"",FALSE,TRUE,TRUE,TRUE,FALSE,"True, namely:","syllogisms used in Johnson-Laird & Bara, 1984; Zielinski, Goodwin, & Halford, 2006",TRUE,TRUE,FALSE,TRUE,"None","",TRUE,TRUE,NA,FALSE,"True",FALSE,NA,FALSE,NA,TRUE,TRUE,"After/During",FALSE,TRUE,FALSE,TRUE,TRUE,"Other, namely:","difficulty in solving tasks onbtained from previous research",TRUE,NA,NA,"True",NA,NA,NA,NA,TRUE,TRUE,"True",0,1,1,3,5,0.4,3,4,0.25,2,3,0.3333,2,4,0.5,17,10,0.4118,3,5,0.4,4,4,0,1,2,0.5,2,2,0,10,14,0.2857
3,"Original","Liberals and Conservatives Rely on Different Sets of Moral Foundations","moral foundations questionnaire","harm","True","1",15,"multiple item measure","Yes","alpha","",5,TRUE,"",TRUE,TRUE,TRUE,FALSE,TRUE,"False, materials were newly developped for this study","",TRUE,TRUE,TRUE,TRUE,"Exploratory Factor Analysis","",TRUE,TRUE,FALSE,TRUE,"False",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,FALSE,"None","",TRUE,TRUE,TRUE,"False",NA,NA,NA,NA,NA,NA,"False",1,1,0,4,5,0.2,4,4,0,3,4,0.25,0,0,NA,14,12,0.1429,4,5,0.2,3,4,0.25,4,4,0,0,0,NA,12,14,0.1429
3,"Original","Liberals and Conservatives Rely on Different Sets of Moral Foundations","moral foundations questionnaire","fairness","True","2",15,"multiple item measure","Yes","alpha","",7,TRUE,"",TRUE,TRUE,TRUE,FALSE,TRUE,"False, materials were newly developped for this study","",TRUE,TRUE,TRUE,TRUE,"Exploratory Factor Analysis","",TRUE,TRUE,FALSE,TRUE,"False",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,TRUE,"Exploratory Factor Analysis","",TRUE,TRUE,TRUE,"False",NA,NA,NA,NA,NA,NA,"False",1,1,0,4,5,0.2,4,4,0,3,4,0.25,0,0,NA,14,12,0.1429,4,5,0.2,4,4,0,4,4,0,0,0,NA,13,14,0.0714
3,"Original","Liberals and Conservatives Rely on Different Sets of Moral Foundations","moral foundations questionnaire","Ingroup","True","3",15,"multiple item measure","Yes","alpha","",4,TRUE,"",TRUE,TRUE,TRUE,FALSE,TRUE,"False, materials were newly developped for this study","",TRUE,TRUE,TRUE,TRUE,"Exploratory Factor Analysis","",TRUE,TRUE,FALSE,TRUE,"False",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,TRUE,"Exploratory Factor Analysis","",TRUE,TRUE,TRUE,"False",NA,NA,NA,NA,NA,NA,"False",1,1,0,4,5,0.2,4,4,0,3,4,0.25,0,0,NA,14,12,0.1429,4,5,0.2,4,4,0,4,4,0,0,0,NA,13,14,0.0714
3,"Original","Liberals and Conservatives Rely on Different Sets of Moral Foundations","moral foundations questionnaire","authority","True","4",15,"multiple item measure","Yes","alpha","",3,TRUE,"",TRUE,TRUE,TRUE,FALSE,TRUE,"False, materials were newly developped for this study","",TRUE,TRUE,TRUE,TRUE,"Exploratory Factor Analysis","",TRUE,TRUE,FALSE,TRUE,"False",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,TRUE,"Exploratory Factor Analysis","",TRUE,TRUE,TRUE,"False",NA,NA,NA,NA,NA,NA,"False",1,1,0,4,5,0.2,4,4,0,3,4,0.25,0,0,NA,14,12,0.1429,4,5,0.2,4,4,0,4,4,0,0,0,NA,13,14,0.0714
3,"Original","Liberals and Conservatives Rely on Different Sets of Moral Foundations","Moral Foundations questionnaire","purity","True","5",15,"multiple item measure","Yes","alpha","",8,TRUE,"",TRUE,TRUE,TRUE,FALSE,TRUE,"False, materials were newly developped for this study","",TRUE,TRUE,TRUE,TRUE,"Exploratory Factor Analysis","",TRUE,TRUE,FALSE,TRUE,"False",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,TRUE,"Exploratory Factor Analysis","",TRUE,TRUE,TRUE,"False",NA,NA,NA,NA,NA,NA,"False",1,1,0,4,5,0.2,4,4,0,3,4,0.25,0,0,NA,14,12,0.1429,4,5,0.2,4,4,0,4,4,0,0,0,NA,13,14,0.0714
3,"Original","kiss or cash question with or without chance from this study","kiss or cash question with or without chance from this study","affective response choice","False","1",47,"1 item measure","No","","",1,TRUE,"",TRUE,FALSE,TRUE,TRUE,TRUE,"Not Clearly Stated","",FALSE,TRUE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,TRUE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"False",1,1,0,4,5,0.2,1,2,0.5,2,2,0,0,0,NA,10,8,0.2,4,5,0.2,2,2,0,2,2,0,0,0,NA,9,10,0.1
3,"Original","Cuing consumerism: Situational materialism undermines personal and social well-being","drought water consumption problem with trust question from this study","trust in others","True","1",94,"1 item measure","Yes","","",1,TRUE,"",TRUE,TRUE,TRUE,FALSE,TRUE,"Not Clearly Stated","",FALSE,TRUE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,FALSE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"None Reported",NA,NA,NA,NA,NA,NA,"True",1,1,0,4,5,0.2,1,2,0.5,2,2,0,0,0,NA,10,8,0.2,3,5,0.4,2,2,0,2,2,0,0,0,NA,8,10,0.2
3,"Original","Cultural Variation in Correspondence Bias: The Critical Role of Attitude Diagnosticity of Socially Constrained Behavior","question of an essay's writers true attitude ","attributed true attitude","False","1",4,"1 item measure","Yes","","",1,TRUE,"",TRUE,TRUE,TRUE,TRUE,TRUE,"True, namely:","essays used by Choi and Nisbett (1998).",FALSE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,NA,"True",FALSE,NA,FALSE,NA,NA,NA,"Before",TRUE,TRUE,TRUE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True",1,1,0,5,5,0,0,2,1,2,2,0,0,2,1,12,8,0.3333,5,5,0,1,2,0.5,2,2,0,0,0,NA,9,10,0.1
3,"Original","Disgust Sensitivity Predicts Intuitive Disapproval of Gays","question regarding intentionality of a director in encouraging gay couples kissing from this study","degree of intentionaility","False","1",51,"1 item measure","Yes","","",1,TRUE,"",TRUE,FALSE,TRUE,TRUE,TRUE,"False, materials were newly developped for this study","",TRUE,TRUE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,NA,"False",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,FALSE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True",1,1,0,4,5,0.2,2,2,0,2,2,0,0,0,NA,10,9,0.1,4,5,0.2,2,2,0,2,2,0,0,0,NA,9,10,0.1
3,"Original","Disgust Sensitivity Predicts Intuitive Disapproval of Gays","six item adjust version of the eight-item short form of the Disgust Sensitivity Scale (DSS; Haidt, McCauley, & Rozin, 1994)","disgust sensitivity","False","2",51,"multiple item measure","Yes","alpha","",5,TRUE,"",TRUE,FALSE,TRUE,TRUE,FALSE,"True, namely:","the eight-item short form of the Disgust Sensitivity Scale (DSS; Haidt, McCauley, & Rozin, 1994)",TRUE,TRUE,FALSE,TRUE,"None","",TRUE,FALSE,FALSE,TRUE,"True",FALSE,NA,NA,NA,TRUE,FALSE,"Before",TRUE,TRUE,TRUE,TRUE,TRUE,"Other, namely:","validity showing differences in behavior",TRUE,FALSE,FALSE,"True",NA,NA,NA,NA,TRUE,TRUE,"False",1,1,0,3,5,0.4,3,4,0.25,2,4,0.5,1,3,0.6667,17,10,0.4118,5,5,0,4,4,0,2,4,0.5,2,2,0,14,16,0.125
3,"Original","Incidental Environmental Anchors","judegement of phone sales question from this study","basic anchoring","False","1",21,"1 item measure","No","","",1,TRUE,"",TRUE,FALSE,TRUE,FALSE,FALSE,"Not Clearly Stated","",FALSE,TRUE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,FALSE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,NA,NA,"False",NA,NA,NA,NA,NA,NA,"True",1,1,0,2,5,0.6,1,2,0.5,2,2,0,0,0,NA,10,6,0.4,2,5,0.6,2,2,0,1,1,0,0,0,NA,6,9,0.3333
3,"Original","Development of Prosocial, Individualistic, and Competitive Orientations: Theory and Preliminary Evidence","nineitem decomposed game measure of social value orientation (e.g., Van Lange & Kuhlman, 1994; Van Lange et al., in press) ","Social Value Orientation","False","1",65,"multiple item measure","No","retest","",1,TRUE,"nineitem decomposed game measure of social value orientation (e.g., Van Lange & Kuhlman, 1994; Van Lange et al., in press) ",FALSE,FALSE,TRUE,TRUE,TRUE,"True, namely:","nineitem decomposed game measure of social value orientation (e.g., Van Lange & Kuhlman, 1994; Van Lange et al., in press) ",TRUE,TRUE,FALSE,FALSE,"None","",TRUE,TRUE,NA,TRUE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,TRUE,TRUE,FALSE,"None","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True",1,1,0,3,5,0.4,2,4,0.5,3,3,0,0,0,NA,13,9,0.3077,4,5,0.2,2,4,0.5,3,3,0,0,0,NA,10,13,0.2308
3,"Original","Development of Prosocial, Individualistic, and Competitive Orientations: Theory and Preliminary Evidence","question askinf for number of siblings","number of siblings","False","2",65,"1 item measure","No","","",1,NA,"",TRUE,FALSE,TRUE,TRUE,TRUE,"False, materials were newly developped for this study","",NA,TRUE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,NA,NA,FALSE,"False",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,FALSE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,NA,NA,"False",NA,NA,NA,NA,NA,NA,"False",0,0,0,4,5,0.2,1,1,0,1,2,0.5,0,0,NA,8,6,0.25,3,5,0.4,2,2,0,1,2,0.5,0,0,NA,6,9,0.3333
3,"Original","A Dissociation Between Moral Judgments and Justifi cations","trolley dillema scenarios with permissibility questions","moral permissibility ratings","False","1",30,"1 item measure","Yes","","",1,TRUE,"",TRUE,TRUE,TRUE,TRUE,TRUE,"Not Clearly Stated","",FALSE,TRUE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,FALSE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"None Reported",NA,NA,NA,NA,NA,NA,"True",1,1,0,5,5,0,1,2,0.5,2,2,0,0,0,NA,10,9,0.1,5,5,0,1,2,0.5,2,2,0,0,0,NA,9,10,0.1
3,"Original","The Local Ladder Effect: Social Status and Subjective Well-Being","Satisfaction with life Scale (SWLS; Diener, Emmons, Larsen, & Griffin, 1985)","satisfaction with life","False","1",26,"multiple item measure","No","alpha","",12,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,"True, namely:","Satisfaction with life Scale (SWLS; Diener, Emmons, Larsen, & Griffin, 1985)",TRUE,TRUE,FALSE,FALSE,"None","",FALSE,FALSE,FALSE,FALSE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,FALSE,TRUE,FALSE,"None","",TRUE,FALSE,TRUE,"False",NA,NA,NA,NA,NA,NA,"False",1,1,0,1,5,0.8,2,4,0.5,0,4,1,0,0,NA,14,4,0.7143,2,5,0.6,2,4,0.5,2,4,0.5,0,0,NA,7,14,0.5
